Observation Time (UTC),Penetration (mV/m),Quiet (mV/m),Quiet plus Penetration (mV/m)
2026-03-10 01:50:00,0.07530392126708897,-0.4811860864162385,-0.40588216514914954
2026-03-10 01:55:00,0.07674149086766821,-0.48153300776649044,-0.4047915168988222
2026-03-10 02:00:00,0.07794568425220118,-0.48190026703435707,-0.4039545827821559
2026-03-10 02:05:00,0.07907415504661598,-0.4822729936993493,-0.4031988386527333
2026-03-10 02:10:00,0.08002080423438801,-0.48263629466056174,-0.4026154904261737
2026-03-10 02:15:00,0.08090002245576842,-0.48297525423667237,-0.40207523178090393
2026-03-10 02:20:00,0.08163403540055388,-0.4832749341659422,-0.40164089876538833
2026-03-10 02:25:00,0.08075284163275252,-0.4835203736062157,-0.40276753197346316
2026-03-10 02:30:00,0.07518607215050123,-0.48369658913492025,-0.40851051698441904
2026-03-10 02:35:00,0.06456583253498258,-0.48378857474906733,-0.41922274221408473
2026-03-10 02:40:00,0.05077112837073255,-0.48378130186525087,-0.4330101734945183
2026-03-10 02:45:00,0.036636618529397515,-0.4836597193196485,-0.447023100790251
2026-03-10 02:50:00,0.02187668307271526,-0.4834087528351231,-0.4615320697624078
2026-03-10 02:55:00,0.007532626728311065,-0.48301328719127296,-0.4754806604629619
2026-03-10 03:00:00,-0.009156118809797305,-0.48245818182055095,-0.4916143006303483
2026-03-10 03:05:00,-0.02786609338626013,-0.4817283121967333,-0.5095944055829934
2026-03-10 03:10:00,-0.04319440501892956,-0.48080857245644554,-0.524002977475375
2026-03-10 03:15:00,-0.0660559843248671,-0.4796838753991593,-0.5457398597240264
2026-03-10 03:20:00,-0.09677281904275892,-0.47833915248719555,-0.5751119715299544
2026-03-10 03:25:00,-0.12323480578288187,-0.47675935384572105,-0.5999941596286029
2026-03-10 03:30:00,-0.131577343632087,-0.4749294482627522,-0.6065067918948392
2026-03-10 03:35:00,-0.11267636022477466,-0.47283442318915164,-0.5855107834139263
2026-03-10 03:40:00,-0.07788792662355472,-0.4704592847386306,-0.5483472113621853
2026-03-10 03:45:00,-0.054169496112362346,-0.46778905768774764,-0.52195855380011
2026-03-10 03:50:00,-0.05487540711641751,-0.46480878547590876,-0.5196841925923262
2026-03-10 03:55:00,-0.0593551012656602,-0.4615035302053686,-0.5208586314710288
2026-03-10 04:00:00,-0.056733935072767784,-0.45785837264122803,-0.5145923077139958
2026-03-10 04:05:00,-0.027417677048421043,-0.4538584122114373,-0.4812760892598583
2026-03-10 04:10:00,0.03054285845004043,-0.4494887670067933,-0.41894590855675284
2026-03-10 04:15:00,0.07922589181597546,-0.44473457378094067,-0.3655086819649652
2026-03-10 04:20:00,0.09255713081526008,-0.4395809879503722,-0.34702385713511213
2026-03-10 04:25:00,0.09192360980525878,-0.434013183594427,-0.3420895737891682
2026-03-10 04:30:00,0.09113074986012201,-0.42801635345529493,-0.33688560359517294
